network,network_label,section_id,model,expert_type,run_id,pair_id,source,target,prompt_id,protocol,direction_label
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_034,Pfiesteria Presence,Frequency of Fish Kills,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_035,Sediment Oxygen Demand,Algal Productivity,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_036,Pfiesteria Presence,Fish Population Health,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_037,Sediment Oxygen Demand,Frequency of Hypoxia,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_038,Pfiesteria Presence,Human Health Effects,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_039,Sediment Oxygen Demand,Shellfish Abundance,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_040,Frequency of Fish Kills,Fish Population Health,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_041,Sediment Oxygen Demand,Pfiesteria Presence,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_042,Frequency of Fish Kills,Human Health Effects,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_043,Sediment Oxygen Demand,Frequency of Fish Kills,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_044,Fish Population Health,Human Health Effects,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_045,Sediment Oxygen Demand,Fish Population Health,docx_llm_survey_v1,edge_based,0
