network,network_label,section_id,model,expert_type,run_id,pair_id,source,target,prompt_id,protocol,raw_score
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_032,Technical Support,Repurchasing,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_033,Equipment,Solutions,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_034,Admin and Support,Terms and Conditions,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_035,Equipment,Technical Support,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_036,Admin and Support,Sales,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_037,Equipment,Admin and Support,docx_llm_survey_v1,ordering_based,3
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_038,Admin and Support,Overall Satisfaction,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_039,Equipment,Terms and Conditions,docx_llm_survey_v1,ordering_based,2
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_040,Admin and Support,Best Supplier,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_041,Equipment,Sales,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_042,Admin and Support,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_043,Equipment,Overall Satisfaction,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_044,Admin and Support,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_045,Equipment,Best Supplier,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_046,Admin and Support,Recommendation,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_047,Equipment,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_048,Admin and Support,Repurchasing,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_049,Equipment,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_050,Terms and Conditions,Sales,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_051,Equipment,Recommendation,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_052,Terms and Conditions,Overall Satisfaction,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_053,Equipment,Repurchasing,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_054,Terms and Conditions,Best Supplier,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_055,Training,Portal,docx_llm_survey_v1,ordering_based,2
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_056,Terms and Conditions,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_057,Training,Solutions,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_058,Terms and Conditions,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,4
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_059,Training,Technical Support,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_060,Terms and Conditions,Recommendation,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_061,Training,Admin and Support,docx_llm_survey_v1,ordering_based,3
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_062,Terms and Conditions,Repurchasing,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_063,Training,Terms and Conditions,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_064,Sales,Overall Satisfaction,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_065,Training,Sales,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_066,Sales,Best Supplier,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_067,Training,Overall Satisfaction,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_068,Sales,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_069,Training,Best Supplier,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_070,Sales,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_071,Training,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_072,Sales,Recommendation,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_073,Training,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_074,Sales,Repurchasing,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_075,Training,Recommendation,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_076,Overall Satisfaction,Best Supplier,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_077,Training,Repurchasing,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_078,Overall Satisfaction,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_079,Portal,Solutions,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_080,Overall Satisfaction,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_081,Portal,Technical Support,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_082,Overall Satisfaction,Recommendation,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_083,Portal,Admin and Support,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_084,Overall Satisfaction,Repurchasing,docx_llm_survey_v1,ordering_based,9
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_085,Portal,Terms and Conditions,docx_llm_survey_v1,ordering_based,2
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_086,Best Supplier,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_087,Portal,Sales,docx_llm_survey_v1,ordering_based,4
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_088,Best Supplier,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_089,Portal,Overall Satisfaction,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_090,Best Supplier,Recommendation,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_091,Portal,Best Supplier,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_092,Best Supplier,Repurchasing,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_093,Portal,Country,docx_llm_survey_v1,ordering_based,0
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_094,Country,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,4
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_095,Portal,Satisfaction from Improvement,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_096,Country,Recommendation,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_097,Portal,Recommendation,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_098,Country,Repurchasing,docx_llm_survey_v1,ordering_based,5
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_099,Portal,Repurchasing,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_100,Satisfaction from Improvement,Recommendation,docx_llm_survey_v1,ordering_based,7
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_101,Solutions,Technical Support,docx_llm_survey_v1,ordering_based,6
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_102,Satisfaction from Improvement,Repurchasing,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_103,Solutions,Admin and Support,docx_llm_survey_v1,ordering_based,4
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_104,Recommendation,Repurchasing,docx_llm_survey_v1,ordering_based,8
customer_satisfaction,Customer Satisfaction,2.9,ChatGPT 4.0,llm_simulated_expert,run_001,customer_satisfaction_pair_105,Solutions,Terms and Conditions,docx_llm_survey_v1,ordering_based,3
